id,name,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,calculated_host_listings_count
1257,Listing 1257,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,123.4,3,209,4.1,150,2
1258,Listing 1258,Jordaan,Jordaan area,Private room,85.04,3,219,3.87,95,4
1259,Listing 1259,Oost,Oost area,Entire home/apt,111.88,1,163,4.58,352,4
1260,Listing 1260,Watergraafsmeer,Watergraafsmeer area,Private room,39.96,1,164,4.08,119,4
1261,Listing 1261,Bos en Lommer,Bos en Lommer area,Entire home/apt,60.55,7,38,4.52,293,7
1262,Listing 1262,Oost,Oost area,Private room,43.14,1,101,4.7,100,8
1263,Listing 1263,Centrum,Centrum area,Hotel room,134.94,3,87,4.39,307,4
1264,Listing 1264,Slotervaart,Slotervaart area,Entire home/apt,89.89,1,9,4.87,329,5
1265,Listing 1265,Jordaan,Jordaan area,Private room,45.15,3,270,4.47,20,2
1266,Listing 1266,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,124.39,2,212,3.98,154,6
1267,Listing 1267,Westerpark,Westerpark area,Entire home/apt,108.59,2,24,4.54,201,8
1268,Listing 1268,Watergraafsmeer,Watergraafsmeer area,Private room,26.94,1,62,3.54,191,1
1269,Listing 1269,Centrum,Centrum area,Entire home/apt,219.73,1,223,3.63,115,6
1270,Listing 1270,Bos en Lommer,Bos en Lommer area,Hotel room,70.39,1,26,3.67,132,5
1271,Listing 1271,De Pijp,De Pijp area,Entire home/apt,116.53,1,194,4.89,138,8
1272,Listing 1272,De Pijp,De Pijp area,Entire home/apt,97.24,7,75,4.46,299,2
1273,Listing 1273,Bos en Lommer,Bos en Lommer area,Entire home/apt,64.03,14,143,3.84,164,5
1274,Listing 1274,Noord,Noord area,Private room,33.67,2,180,4.49,285,4
1275,Listing 1275,De Pijp,De Pijp area,Entire home/apt,116.18,7,110,3.78,239,2
1276,Listing 1276,Oost,Oost area,Entire home/apt,110.47,3,270,4.64,263,5
1277,Listing 1277,Watergraafsmeer,Watergraafsmeer area,Private room,55.45,3,66,4.08,112,8
1278,Listing 1278,Slotervaart,Slotervaart area,Entire home/apt,77.28,1,204,3.92,96,3
1279,Listing 1279,Noord,Noord area,Hotel room,67.79,1,236,3.86,54,8
1280,Listing 1280,Jordaan,Jordaan area,Entire home/apt,155.67,14,243,4.03,338,2
1281,Listing 1281,Bos en Lommer,Bos en Lommer area,Entire home/apt,79.62,3,257,3.58,220,5
1282,Listing 1282,Oost,Oost area,Entire home/apt,114.77,2,195,3.94,216,7
1283,Listing 1283,Jordaan,Jordaan area,Private room,57.07,1,221,4.47,55,2
1284,Listing 1284,Oud-West,Oud-West area,Entire home/apt,120.69,2,18,3.86,294,2
1285,Listing 1285,Noord,Noord area,Entire home/apt,71.9,1,200,3.83,201,5
1286,Listing 1286,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,78.25,2,104,4.56,177,5
1287,Listing 1287,Centrum,Centrum area,Entire home/apt,148.95,2,244,3.76,156,2
1288,Listing 1288,Jordaan,Jordaan area,Entire home/apt,159.37,1,233,4.5,72,7
1289,Listing 1289,Oost,Oost area,Entire home/apt,150.75,1,87,4.39,347,8
1290,Listing 1290,Slotervaart,Slotervaart area,Entire home/apt,78.38,1,126,3.57,241,1
1291,Listing 1291,Slotervaart,Slotervaart area,Private room,38.86,1,257,4.66,85,2
1292,Listing 1292,Noord,Noord area,Private room,61.43,14,171,4.6,231,5
1293,Listing 1293,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,63.74,3,154,4.84,363,8
1294,Listing 1294,De Pijp,De Pijp area,Entire home/apt,139.61,1,265,3.72,327,7
1295,Listing 1295,Oud-West,Oud-West area,Private room,77.28,7,125,4.04,295,2
1296,Listing 1296,Oud-West,Oud-West area,Shared room,55.74,1,193,4.95,327,8
1297,Listing 1297,Bos en Lommer,Bos en Lommer area,Entire home/apt,105.66,7,169,4.92,200,5
1298,Listing 1298,Noord,Noord area,Entire home/apt,85.11,3,266,4.75,359,2
1299,Listing 1299,Westerpark,Westerpark area,Private room,25,1,177,4.95,147,8
1300,Listing 1300,Jordaan,Jordaan area,Entire home/apt,145.57,2,76,4.44,267,3
1301,Listing 1301,Noord,Noord area,Entire home/apt,110.35,2,232,3.92,20,2
1302,Listing 1302,Centrum,Centrum area,Entire home/apt,186.6,3,2,4.49,220,1
1303,Listing 1303,Centrum,Centrum area,Entire home/apt,170.39,1,257,4.93,340,5
1304,Listing 1304,Jordaan,Jordaan area,Hotel room,141.19,1,100,3.94,221,1
1305,Listing 1305,Watergraafsmeer,Watergraafsmeer area,Shared room,30.24,7,197,4.95,216,2
1306,Listing 1306,Noord,Noord area,Shared room,58.63,7,159,4.52,88,6
1307,Listing 1307,Slotervaart,Slotervaart area,Entire home/apt,86.68,2,213,3.95,283,2
1308,Listing 1308,Noord,Noord area,Private room,32.42,1,236,4.06,279,7
1309,Listing 1309,De Pijp,De Pijp area,Entire home/apt,113.8,3,183,4.14,239,7
1310,Listing 1310,Westerpark,Westerpark area,Entire home/apt,111.19,1,13,4.63,215,5
1311,Listing 1311,Oud-West,Oud-West area,Private room,43.04,7,150,3.69,27,1
1312,Listing 1312,Watergraafsmeer,Watergraafsmeer area,Private room,69.93,1,265,3.63,235,5
1313,Listing 1313,De Pijp,De Pijp area,Entire home/apt,143.56,3,246,4.8,353,2
1314,Listing 1314,Slotervaart,Slotervaart area,Private room,52.02,2,27,4.27,359,8
1315,Listing 1315,Jordaan,Jordaan area,Entire home/apt,142.39,2,154,4.58,321,1
1316,Listing 1316,Watergraafsmeer,Watergraafsmeer area,Private room,25,1,102,3.5,58,2
1317,Listing 1317,Bos en Lommer,Bos en Lommer area,Entire home/apt,96.42,7,258,3.58,227,2
1318,Listing 1318,Noord,Noord area,Entire home/apt,116.73,2,94,4.73,120,8
1319,Listing 1319,Slotervaart,Slotervaart area,Entire home/apt,87.54,2,72,3.76,336,4
1320,Listing 1320,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,103.33,1,148,4.94,341,8
1321,Listing 1321,Oost,Oost area,Private room,31.02,7,54,4.72,237,3
1322,Listing 1322,Centrum,Centrum area,Entire home/apt,199.54,7,61,3.52,288,5
1323,Listing 1323,Centrum,Centrum area,Private room,111.79,1,21,4.2,181,8
1324,Listing 1324,Noord,Noord area,Entire home/apt,77.71,2,81,4.02,183,7
1325,Listing 1325,Bos en Lommer,Bos en Lommer area,Entire home/apt,79.62,1,173,3.92,235,5
1326,Listing 1326,Westerpark,Westerpark area,Entire home/apt,89.53,14,247,4.41,192,3
1327,Listing 1327,Slotervaart,Slotervaart area,Private room,25,3,132,4.38,66,6
1328,Listing 1328,Slotervaart,Slotervaart area,Private room,41.21,1,206,3.54,34,3
1329,Listing 1329,Oud-West,Oud-West area,Entire home/apt,161.65,2,243,4.97,165,4
1330,Listing 1330,De Pijp,De Pijp area,Private room,93.88,7,89,4.88,196,1
1331,Listing 1331,Slotervaart,Slotervaart area,Entire home/apt,117.38,1,226,4.89,191,6
1332,Listing 1332,De Pijp,De Pijp area,Private room,72.76,2,193,3.79,68,8
1333,Listing 1333,Watergraafsmeer,Watergraafsmeer area,Private room,55.05,2,222,3.63,270,1
1334,Listing 1334,De Pijp,De Pijp area,Entire home/apt,162.54,3,71,4.66,2,2
1335,Listing 1335,Oost,Oost area,Entire home/apt,104.48,2,270,4.75,254,8
1336,Listing 1336,Bos en Lommer,Bos en Lommer area,Entire home/apt,46.36,14,70,4.14,34,7
1337,Listing 1337,De Pijp,De Pijp area,Private room,81.83,14,51,3.85,60,6
1338,Listing 1338,Centrum,Centrum area,Entire home/apt,197.3,7,148,4.55,128,2
1339,Listing 1339,Jordaan,Jordaan area,Hotel room,151.34,2,265,4.1,312,1
1340,Listing 1340,Bos en Lommer,Bos en Lommer area,Private room,56.85,14,56,4.91,298,5
1341,Listing 1341,Centrum,Centrum area,Entire home/apt,168.22,2,30,4.32,71,6
1342,Listing 1342,Centrum,Centrum area,Entire home/apt,186.34,1,37,4.02,288,2
1343,Listing 1343,Westerpark,Westerpark area,Private room,46.26,2,245,4.58,66,2
1344,Listing 1344,Centrum,Centrum area,Entire home/apt,174.68,3,115,4.15,332,5
1345,Listing 1345,Oud-West,Oud-West area,Entire home/apt,157.41,7,100,4.52,273,1
1346,Listing 1346,Bos en Lommer,Bos en Lommer area,Entire home/apt,101.75,1,198,4.14,193,7
1347,Listing 1347,Bos en Lommer,Bos en Lommer area,Entire home/apt,50.54,2,188,4.01,180,1
1348,Listing 1348,Oud-West,Oud-West area,Entire home/apt,141.21,7,5,4.62,116,1
1349,Listing 1349,Centrum,Centrum area,Private room,90.0,14,29,3.77,64,1
1350,Listing 1350,Oost,Oost area,Entire home/apt,116.84,1,125,4.41,149,8
1351,Listing 1351,De Pijp,De Pijp area,Private room,106.88,3,105,4.85,253,4
1352,Listing 1352,Watergraafsmeer,Watergraafsmeer area,Private room,71.8,2,187,4.8,282,4
1353,Listing 1353,Bos en Lommer,Bos en Lommer area,Private room,34.53,3,53,4.85,27,8
1354,Listing 1354,Noord,Noord area,Entire home/apt,117.67,2,70,3.96,266,4
1355,Listing 1355,De Pijp,De Pijp area,Entire home/apt,134.48,14,120,4.47,357,8
1356,Listing 1356,De Pijp,De Pijp area,Entire home/apt,119.88,2,17,4.38,138,5
1357,Listing 1357,De Pijp,De Pijp area,Entire home/apt,142.02,7,9,4.17,195,4
1358,Listing 1358,Oud-West,Oud-West area,Entire home/apt,109.41,1,220,4.49,272,1
1359,Listing 1359,Bos en Lommer,Bos en Lommer area,Private room,85.53,2,172,4.64,134,6
1360,Listing 1360,Slotervaart,Slotervaart area,Entire home/apt,68.13,1,218,4.33,29,5
1361,Listing 1361,Bos en Lommer,Bos en Lommer area,Entire home/apt,66.73,1,265,4.94,133,8
1362,Listing 1362,Oud-West,Oud-West area,Entire home/apt,113.58,2,7,3.63,143,4
1363,Listing 1363,Bos en Lommer,Bos en Lommer area,Entire home/apt,84.94,2,140,4.49,185,1
1364,Listing 1364,De Pijp,De Pijp area,Entire home/apt,127.58,1,164,4.17,135,1
1365,Listing 1365,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,118.35,1,111,4.37,209,2
1366,Listing 1366,Noord,Noord area,Private room,51.84,14,160,3.77,32,5
1367,Listing 1367,Noord,Noord area,Private room,67.17,1,75,3.85,316,1
1368,Listing 1368,Jordaan,Jordaan area,Private room,100.23,3,225,3.56,296,4
1369,Listing 1369,Centrum,Centrum area,Hotel room,198.34,3,8,4.31,347,1
1370,Listing 1370,Slotervaart,Slotervaart area,Entire home/apt,82.26,14,55,3.67,39,2
1371,Listing 1371,Oud-West,Oud-West area,Entire home/apt,91.02,7,212,4.81,36,3
1372,Listing 1372,Centrum,Centrum area,Entire home/apt,163.91,7,184,4.85,171,6
1373,Listing 1373,Watergraafsmeer,Watergraafsmeer area,Shared room,28.62,2,188,4.9,22,1
1374,Listing 1374,De Pijp,De Pijp area,Private room,69.84,3,160,4.91,261,7
1375,Listing 1375,Slotervaart,Slotervaart area,Entire home/apt,82.09,2,40,4.35,39,7
1376,Listing 1376,Bos en Lommer,Bos en Lommer area,Private room,25.63,14,270,4.49,26,8
1377,Listing 1377,Oost,Oost area,Entire home/apt,118.57,2,124,4.7,168,6
1378,Listing 1378,Oud-West,Oud-West area,Entire home/apt,110.72,2,59,4.17,354,7
1379,Listing 1379,Oost,Oost area,Entire home/apt,102.59,14,185,4.41,334,8
1380,Listing 1380,Westerpark,Westerpark area,Entire home/apt,102.04,2,64,4.66,275,7
1381,Listing 1381,Slotervaart,Slotervaart area,Private room,25,1,174,3.62,160,7
1382,Listing 1382,Bos en Lommer,Bos en Lommer area,Hotel room,50.05,2,253,4.85,323,8
1383,Listing 1383,Centrum,Centrum area,Entire home/apt,150.29,1,240,4.8,51,7
1384,Listing 1384,Centrum,Centrum area,Private room,106.67,7,37,4.86,67,6
1385,Listing 1385,Jordaan,Jordaan area,Entire home/apt,130.44,3,60,4.39,172,2
1386,Listing 1386,Centrum,Centrum area,Entire home/apt,168.95,7,181,4.45,229,7
1387,Listing 1387,Noord,Noord area,Private room,37.47,1,260,4.84,42,6
1388,Listing 1388,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,69.06,2,224,4.92,90,2
1389,Listing 1389,Oud-West,Oud-West area,Entire home/apt,111.04,7,268,3.93,296,7
1390,Listing 1390,Oost,Oost area,Private room,76.66,2,73,4.15,21,5
1391,Listing 1391,Slotervaart,Slotervaart area,Private room,35.23,2,84,3.91,60,8
1392,Listing 1392,Oud-West,Oud-West area,Private room,79.49,1,147,4.89,132,5
1393,Listing 1393,Jordaan,Jordaan area,Entire home/apt,137.42,1,86,4.94,14,4
1394,Listing 1394,Centrum,Centrum area,Entire home/apt,172.32,2,13,3.92,189,7
1395,Listing 1395,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,108.15,1,56,4.17,361,7
1396,Listing 1396,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,85.4,1,70,4.95,142,2
1397,Listing 1397,Oud-West,Oud-West area,Private room,51.42,1,141,4.56,232,6
1398,Listing 1398,Centrum,Centrum area,Entire home/apt,201.05,2,266,4.76,162,1
1399,Listing 1399,Centrum,Centrum area,Entire home/apt,145.26,2,112,3.9,344,3
1400,Listing 1400,Watergraafsmeer,Watergraafsmeer area,Private room,29.06,1,254,3.8,144,2
1401,Listing 1401,Bos en Lommer,Bos en Lommer area,Private room,44.99,2,34,4.56,251,1
1402,Listing 1402,Westerpark,Westerpark area,Private room,50.9,2,194,4.46,323,8
1403,Listing 1403,Bos en Lommer,Bos en Lommer area,Private room,52.19,14,118,4.24,149,7
1404,Listing 1404,Slotervaart,Slotervaart area,Entire home/apt,100.29,1,246,3.83,151,5
1405,Listing 1405,Westerpark,Westerpark area,Hotel room,70.55,14,59,4.93,90,2
1406,Listing 1406,Oost,Oost area,Private room,81.23,14,65,4.4,247,4
1407,Listing 1407,Centrum,Centrum area,Entire home/apt,138.04,3,209,3.89,31,6
1408,Listing 1408,Westerpark,Westerpark area,Entire home/apt,103.02,7,226,3.89,217,1
1409,Listing 1409,Noord,Noord area,Entire home/apt,100.51,14,23,4.11,157,3
1410,Listing 1410,Bos en Lommer,Bos en Lommer area,Entire home/apt,117.9,3,56,3.69,314,1
1411,Listing 1411,Centrum,Centrum area,Private room,116.35,1,180,4.48,283,4
1412,Listing 1412,Oost,Oost area,Entire home/apt,126.78,7,80,4.79,274,4
1413,Listing 1413,Noord,Noord area,Private room,62.69,2,110,4.91,283,1
1414,Listing 1414,Centrum,Centrum area,Private room,80.44,7,269,4.69,52,1
1415,Listing 1415,Jordaan,Jordaan area,Entire home/apt,187.94,2,126,4.62,17,7
1416,Listing 1416,Westerpark,Westerpark area,Entire home/apt,109.29,1,138,3.61,43,7
1417,Listing 1417,Centrum,Centrum area,Entire home/apt,193.17,7,77,3.79,48,5
1418,Listing 1418,Oost,Oost area,Entire home/apt,86.14,2,11,4.19,154,2
1419,Listing 1419,Noord,Noord area,Hotel room,58.74,2,219,4.95,47,5
1420,Listing 1420,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,91.04,2,273,4.07,259,8
1421,Listing 1421,Westerpark,Westerpark area,Hotel room,86.52,1,231,4.1,114,4
1422,Listing 1422,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,68.43,2,55,4.0,329,2
1423,Listing 1423,De Pijp,De Pijp area,Private room,77.54,1,127,4.1,42,8
1424,Listing 1424,Bos en Lommer,Bos en Lommer area,Private room,91.06,14,119,3.88,30,5
1425,Listing 1425,Oost,Oost area,Private room,84.77,2,208,4.54,2,8
1426,Listing 1426,Bos en Lommer,Bos en Lommer area,Entire home/apt,96.95,14,120,4.56,164,2
1427,Listing 1427,De Pijp,De Pijp area,Entire home/apt,139.22,1,6,3.75,82,8
1428,Listing 1428,De Pijp,De Pijp area,Entire home/apt,134.88,1,217,4.44,253,8
1429,Listing 1429,Jordaan,Jordaan area,Private room,60.68,7,151,4.99,60,5
1430,Listing 1430,Bos en Lommer,Bos en Lommer area,Entire home/apt,84.11,1,190,3.71,288,4
1431,Listing 1431,Slotervaart,Slotervaart area,Hotel room,49.2,2,241,4.9,236,3
1432,Listing 1432,Jordaan,Jordaan area,Entire home/apt,179.71,3,242,4.12,5,3
1433,Listing 1433,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,117.11,1,96,4.31,102,6
1434,Listing 1434,De Pijp,De Pijp area,Entire home/apt,127.51,1,239,3.6,304,4
1435,Listing 1435,Oost,Oost area,Private room,69.41,2,218,4.05,299,7
1436,Listing 1436,Noord,Noord area,Private room,40.48,1,103,3.65,39,4
1437,Listing 1437,Noord,Noord area,Entire home/apt,85.41,7,267,4.0,300,5
1438,Listing 1438,Slotervaart,Slotervaart area,Private room,38.45,1,242,3.5,107,4
1439,Listing 1439,Oud-West,Oud-West area,Entire home/apt,128.7,1,84,3.99,243,1
1440,Listing 1440,Jordaan,Jordaan area,Entire home/apt,149.37,14,225,3.99,217,2
1441,Listing 1441,Oud-West,Oud-West area,Private room,48.34,2,242,4.76,181,6
1442,Listing 1442,Bos en Lommer,Bos en Lommer area,Entire home/apt,103.75,2,109,4.57,85,7
1443,Listing 1443,Bos en Lommer,Bos en Lommer area,Entire home/apt,84.86,7,61,4.48,285,3
1444,Listing 1444,Centrum,Centrum area,Private room,75.71,3,238,4.59,343,4
1445,Listing 1445,Slotervaart,Slotervaart area,Private room,89.85,1,195,4.9,191,1
1446,Listing 1446,Oud-West,Oud-West area,Entire home/apt,124.38,1,269,4.38,99,6
1447,Listing 1447,De Pijp,De Pijp area,Shared room,59.41,2,6,3.55,310,5
1448,Listing 1448,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,88.07,1,129,4.96,140,1
1449,Listing 1449,Watergraafsmeer,Watergraafsmeer area,Hotel room,64.34,1,242,3.56,331,1
1450,Listing 1450,Slotervaart,Slotervaart area,Private room,25.35,1,78,4.81,361,3
1451,Listing 1451,De Pijp,De Pijp area,Entire home/apt,133.85,1,31,4.79,160,5
1452,Listing 1452,Oud-West,Oud-West area,Private room,56.9,3,8,4.85,170,3
1453,Listing 1453,Slotervaart,Slotervaart area,Private room,40.25,1,206,3.6,213,3
1454,Listing 1454,Noord,Noord area,Entire home/apt,97.52,2,227,4.41,22,7
1455,Listing 1455,Jordaan,Jordaan area,Private room,106.04,3,159,3.68,140,8
1456,Listing 1456,Slotervaart,Slotervaart area,Private room,25,14,44,3.63,289,2
1457,Listing 1457,Jordaan,Jordaan area,Private room,90.52,1,10,3.83,86,6
1458,Listing 1458,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,124.59,2,126,4.62,157,3
1459,Listing 1459,Noord,Noord area,Entire home/apt,91.58,3,71,4.12,289,4
1460,Listing 1460,Noord,Noord area,Private room,35.45,2,90,4.55,151,5
1461,Listing 1461,De Pijp,De Pijp area,Entire home/apt,113.69,1,267,3.56,230,7
1462,Listing 1462,Jordaan,Jordaan area,Entire home/apt,151.21,7,107,4.02,359,5
1463,Listing 1463,Oud-West,Oud-West area,Entire home/apt,149.84,2,137,3.89,46,8
1464,Listing 1464,Noord,Noord area,Entire home/apt,90.02,1,59,4.21,264,8
1465,Listing 1465,Slotervaart,Slotervaart area,Entire home/apt,58.01,1,17,4.44,165,1
1466,Listing 1466,Jordaan,Jordaan area,Entire home/apt,148.57,1,171,3.78,172,6
1467,Listing 1467,Noord,Noord area,Entire home/apt,63.03,14,224,4.39,315,7
1468,Listing 1468,Westerpark,Westerpark area,Entire home/apt,95.32,3,124,4.4,129,8
1469,Listing 1469,Westerpark,Westerpark area,Entire home/apt,145.29,7,259,4.14,55,5
1470,Listing 1470,Slotervaart,Slotervaart area,Entire home/apt,77.52,1,14,4.88,83,4
1471,Listing 1471,Slotervaart,Slotervaart area,Private room,54.83,2,27,4.69,46,3
1472,Listing 1472,Oost,Oost area,Entire home/apt,123.12,1,84,4.49,235,4
1473,Listing 1473,Jordaan,Jordaan area,Entire home/apt,172.85,1,104,4.59,223,3
1474,Listing 1474,Bos en Lommer,Bos en Lommer area,Private room,52.1,14,191,3.74,2,2
1475,Listing 1475,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,89.13,7,241,4.75,342,4
1476,Listing 1476,De Pijp,De Pijp area,Entire home/apt,138.54,7,162,4.66,68,5
1477,Listing 1477,Westerpark,Westerpark area,Private room,34.46,1,13,4.65,113,6
1478,Listing 1478,Oost,Oost area,Entire home/apt,106.07,7,0,,312,2
1479,Listing 1479,Oud-West,Oud-West area,Entire home/apt,130.23,3,222,4.08,47,3
1480,Listing 1480,Westerpark,Westerpark area,Entire home/apt,117.74,14,159,3.55,198,7
1481,Listing 1481,Jordaan,Jordaan area,Entire home/apt,144.36,3,238,4.53,42,2
1482,Listing 1482,Westerpark,Westerpark area,Private room,25,3,6,3.69,82,7
1483,Listing 1483,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,83.07,2,216,4.14,27,2
1484,Listing 1484,Slotervaart,Slotervaart area,Private room,25,3,230,4.67,257,6
1485,Listing 1485,Bos en Lommer,Bos en Lommer area,Hotel room,81.59,7,217,4.81,272,2
1486,Listing 1486,Jordaan,Jordaan area,Entire home/apt,168.1,14,132,4.15,101,8
1487,Listing 1487,Noord,Noord area,Entire home/apt,109.99,3,25,3.88,306,6
1488,Listing 1488,Noord,Noord area,Private room,31.11,2,12,3.77,277,6
1489,Listing 1489,Westerpark,Westerpark area,Entire home/apt,92.15,1,57,4.3,182,7
1490,Listing 1490,Oud-West,Oud-West area,Entire home/apt,150.36,1,273,4.59,48,8
1491,Listing 1491,Westerpark,Westerpark area,Private room,40.01,14,124,3.56,268,6
1492,Listing 1492,Oost,Oost area,Entire home/apt,128.28,1,51,4.01,195,5
1493,Listing 1493,Westerpark,Westerpark area,Entire home/apt,118.37,1,40,4.69,221,5
1494,Listing 1494,Noord,Noord area,Private room,77.83,1,276,4.06,124,8
1495,Listing 1495,Oud-West,Oud-West area,Private room,31.92,1,95,4.41,141,3
1496,Listing 1496,Noord,Noord area,Entire home/apt,107.79,1,208,4.67,106,3
1497,Listing 1497,Noord,Noord area,Entire home/apt,50.65,2,162,3.84,49,6
1498,Listing 1498,Oud-West,Oud-West area,Entire home/apt,93.17,14,147,4.38,364,6
1499,Listing 1499,Bos en Lommer,Bos en Lommer area,Entire home/apt,92.88,3,174,4.73,163,3
1500,Listing 1500,Watergraafsmeer,Watergraafsmeer area,Private room,48.64,1,255,4.51,107,5
